session_id,station_name,start_ts,end_ts,energy_kwh,ghg_savings_kg,port_type,plug_type,fee,ended_by,latitude,longitude,user_id
28831,PALO ALTO CA / CAMBRIDGE #1,2018-01-15T19:29:00.000Z,2018-01-15T20:52:00.000Z,4.41,1.852,Level 2,J1772,0.83,Plug Out at Vehicle,37.426155,-122.146065,781959
28832,PALO ALTO CA / HIGH #2,2018-01-15T21:21:00.000Z,2018-01-15T22:46:00.000Z,4.752,1.996,Level 2,J1772,1.09,Plug Out at Vehicle,37.443344,-122.163231,738281
28833,PALO ALTO CA / BRYANT #5,2018-01-15T21:25:00.000Z,2018-01-16T07:07:00.000Z,35.853,15.058,Level 2,J1772,13.81,Plug Out at Vehicle,37.44669,-122.162231,686057
28834,PALO ALTO CA / BRYANT #4,2018-01-16T06:24:00.000Z,2018-01-16T07:20:00.000Z,5.443,2.286,Level 2,J1772,1.25,Plug Out at Vehicle,37.446785,-122.162369,230733
28835,PALO ALTO CA / CAMBRIDGE #2,2018-01-16T07:38:00.000Z,2018-01-16T11:02:00.000Z,10.641,4.469,Level 2,J1772,2.45,Plug Out at Vehicle,37.426182,-122.146065,733275
28836,PALO ALTO CA / MPL #5,2018-01-16T08:02:00.000Z,2018-01-16T12:57:00.000Z,29.548,12.41,Level 2,J1772,6.8,Plug Out at Vehicle,37.422123,-122.113487,317625
28837,PALO ALTO CA / WEBSTER #2,2018-01-16T08:48:00.000Z,2018-01-16T11:51:00.000Z,8.631,3.625,Level 2,J1772,1.99,Plug Out at Vehicle,37.448238,-122.158203,593025
28838,PALO ALTO CA / CAMBRIDGE #1,2018-01-16T09:03:00.000Z,2018-01-16T12:15:00.000Z,10.601,4.452,Level 2,J1772,2.44,Plug Out at Vehicle,37.426155,-122.146065,759289
28839,PALO ALTO CA / HAMILTON #2,2018-01-16T09:11:00.000Z,2018-01-16T11:42:00.000Z,12.659,5.317,Level 2,J1772,2.91,Plug Out at Vehicle,37.444706,-122.160324,405635
28840,PALO ALTO CA / BRYANT #5,2018-01-16T09:13:00.000Z,2018-01-16T12:39:00.000Z,10.724,4.504,Level 2,J1772,2.47,Plug Out at Vehicle,37.44669,-122.162231,731965
28841,PALO ALTO CA / BRYANT #4,2018-01-16T09:51:00.000Z,2018-01-16T11:47:00.000Z,10.559,4.435,Level 2,J1772,2.43,Customer,37.446785,-122.162369,904881
28842,PALO ALTO CA / HAMILTON #2,2018-01-16T09:52:00.000Z,2018-01-16T11:56:00.000Z,11.129,4.674,Level 2,J1772,2.56,Plug Out at Vehicle,37.444706,-122.160324,433215
28843,PALO ALTO CA / RINCONADA LIB 1,2018-01-16T10:52:00.000Z,2018-01-16T13:22:00.000Z,4.51,1.894,Level 2,J1772,1.04,Plug Out at Vehicle,37.445496,-122.138863,648789
28844,PALO ALTO CA / CAMBRIDGE #2,2018-01-16T11:42:00.000Z,2018-01-16T15:35:00.000Z,9.947,4.178,Level 2,J1772,2.74,Plug Out at Vehicle,37.426182,-122.146065,511677
28845,PALO ALTO CA / WEBSTER #2,2018-01-16T12:06:00.000Z,2018-01-16T13:14:00.000Z,3.243,1.362,Level 2,J1772,0.75,Plug Out at Vehicle,37.448238,-122.158203,659639
28846,PALO ALTO CA / WEBSTER #1,2018-01-16T14:21:00.000Z,2018-01-16T18:41:00.000Z,19.294,8.103,Level 2,J1772,5.25,Plug Out at Vehicle,37.448284,-122.158272,642731
28847,PALO ALTO CA / MPL #5,2018-01-16T15:21:00.000Z,2018-01-16T15:40:00.000Z,1.856,0.779,Level 2,J1772,0.43,Customer,37.422123,-122.113487,448373
28848,PALO ALTO CA / TED THOMPSON #1,2018-01-16T15:53:00.000Z,2018-01-16T17:28:00.000Z,6.716,2.821,Level 2,J1772,1.54,Plug Out at Vehicle,37.428318,-122.144188,891271
28849,PALO ALTO CA / CAMBRIDGE #2,2018-01-16T16:17:00.000Z,2018-01-16T18:53:00.000Z,5.221,2.193,Level 2,J1772,1.2,Plug Out at Vehicle,37.426182,-122.146065,779957
28850,PALO ALTO CA / CAMBRIDGE #1,2018-01-16T16:39:00.000Z,2018-01-16T17:50:00.000Z,3.738,1.57,Level 2,J1772,0.86,Plug Out at Vehicle,37.426155,-122.146065,712457
28851,PALO ALTO CA / MPL #1,2018-01-16T17:00:00.000Z,2018-01-16T17:59:00.000Z,5.048,2.12,Level 2,J1772,1.16,Customer,37.422146,-122.112511,448373
28852,PALO ALTO CA / BRYANT #5,2018-01-16T17:40:00.000Z,2018-01-16T19:53:00.000Z,9.456,3.971,Level 2,J1772,2.17,Plug Out at Vehicle,37.44669,-122.162231,649295
28853,PALO ALTO CA / BRYANT #6,2018-01-16T17:51:00.000Z,2018-01-16T21:23:00.000Z,6.463,2.715,Level 2,J1772,3.21,Plug Out at Vehicle,37.446667,-122.16217,551963
28854,PALO ALTO CA / HIGH #4,2018-01-16T17:52:00.000Z,2018-01-16T19:21:00.000Z,8.685,3.648,Level 2,J1772,2.0,Plug Out at Vehicle,37.443138,-122.163239,1395251
28855,PALO ALTO CA / HIGH #1,2018-01-16T18:28:00.000Z,2018-01-16T19:31:00.000Z,6.391,2.684,Level 2,J1772,1.47,Plug Out at Vehicle,37.443211,-122.163078,580111
28856,PALO ALTO CA / WEBSTER #2,2018-01-17T05:13:00.000Z,2018-01-17T08:41:00.000Z,6.225,2.615,Level 2,J1772,3.2,Plug Out at Vehicle,37.448238,-122.158203,242661
28857,PALO ALTO CA / MPL #5,2018-01-17T08:10:00.000Z,2018-01-17T12:00:00.000Z,22.454,9.431,Level 2,J1772,5.16,Plug Out at Vehicle,37.422123,-122.113487,645723
28858,PALO ALTO CA / HIGH #3,2018-01-17T08:13:00.000Z,2018-01-17T09:04:00.000Z,1.829,0.768,Level 2,J1772,0.42,Plug Out at Vehicle,37.443443,-122.163139,391711
28859,PALO ALTO CA / BRYANT #4,2018-01-17T08:23:00.000Z,2018-01-17T10:33:00.000Z,13.076,5.492,Level 2,J1772,3.01,Customer,37.446785,-122.162369,904881
28860,PALO ALTO CA / WEBSTER #3,2018-01-17T08:44:00.000Z,2018-01-17T12:22:00.000Z,6.351,2.667,Level 2,J1772,3.38,Plug Out at Vehicle,37.448273,-122.158234,876591
28861,PALO ALTO CA / BRYANT #3,2018-01-17T09:34:00.000Z,2018-01-17T12:39:00.000Z,16.479,6.921,Level 2,J1772,3.79,Plug Out at Vehicle,37.446583,-122.162109,330523
28862,PALO ALTO CA / BRYANT #1,2018-01-17T09:38:00.000Z,2018-01-17T12:55:00.000Z,10.259,4.309,Level 2,J1772,2.36,Plug Out at Vehicle,37.446613,-122.162308,342669
28863,PALO ALTO CA / WEBSTER #2,2018-01-17T09:38:00.000Z,2018-01-17T17:26:00.000Z,13.03,5.473,Level 2,J1772,12.58,Plug Out at Vehicle,37.448238,-122.158203,860294
28864,PALO ALTO CA / MPL #3,2018-01-17T10:40:00.000Z,2018-01-17T13:26:00.000Z,1.892,0.794,Level 2,J1772,0.44,Plug Out at Vehicle,37.422119,-122.112556,643155
28865,PALO ALTO CA / WEBSTER #3,2018-01-17T12:22:00.000Z,2018-01-17T13:34:00.000Z,4.337,1.821,Level 2,J1772,1.0,Plug Out at Vehicle,37.448273,-122.158234,335729
28866,PALO ALTO CA / WEBSTER #3,2018-01-17T12:54:00.000Z,2018-01-17T13:48:00.000Z,2.937,1.233,Level 2,J1772,0.68,Plug Out at Vehicle,37.448273,-122.158234,524405
28867,PALO ALTO CA / HIGH #3,2018-01-17T13:01:00.000Z,2018-01-17T13:09:00.000Z,0.394,0.166,Level 2,J1772,0.09,Plug Out at Vehicle,37.443443,-122.163139,1515521
28868,PALO ALTO CA / CAMBRIDGE #2,2018-01-17T13:18:00.000Z,2018-01-17T14:23:00.000Z,3.637,1.527,Level 2,J1772,0.84,Customer,37.426182,-122.146065,546163
28869,PALO ALTO CA / BRYANT #2,2018-01-17T13:38:00.000Z,2018-01-17T15:35:00.000Z,6.18,2.595,Level 2,J1772,1.42,Plug Out at Vehicle,37.44651,-122.16214,678339
28870,PALO ALTO CA / WEBSTER #3,2018-01-17T13:56:00.000Z,2018-01-17T14:31:00.000Z,1.301,0.546,Level 2,J1772,0.3,Plug Out at Vehicle,37.448273,-122.158234,192129
28871,PALO ALTO CA / BRYANT #6,2018-01-17T15:01:00.000Z,2018-01-17T16:55:00.000Z,9.004,3.782,Level 2,J1772,2.07,Plug Out at Vehicle,37.446667,-122.16217,596451
28872,PALO ALTO CA / CAMBRIDGE #2,2018-01-17T15:11:00.000Z,2018-01-17T16:31:00.000Z,4.455,1.871,Level 2,J1772,1.02,Plug Out at Vehicle,37.426182,-122.146065,267743
28873,PALO ALTO CA / HIGH #4,2018-01-17T16:52:00.000Z,2018-01-17T17:22:00.000Z,2.997,1.259,Level 2,J1772,0.69,Plug Out at Vehicle,37.443138,-122.163239,188009
28874,PALO ALTO CA / WEBSTER #3,2018-01-17T17:02:00.000Z,2018-01-17T19:20:00.000Z,13.985,5.874,Level 2,J1772,3.22,Plug Out at Vehicle,37.448273,-122.158234,1587151
28875,PALO ALTO CA / MPL #4,2018-01-17T17:24:00.000Z,2018-01-17T20:13:00.000Z,10.602,4.453,Level 2,J1772,2.44,Plug Out at Vehicle,37.422104,-122.11351,453469
28876,PALO ALTO CA / TED THOMPSON #1,2018-01-17T18:13:00.000Z,2018-01-17T21:49:00.000Z,20.503,8.611,Level 2,J1772,4.72,Plug Out at Vehicle,37.428318,-122.144188,602693
28877,PALO ALTO CA / HAMILTON #1,2018-01-17T20:35:00.000Z,2018-01-17T23:18:00.000Z,4.843,2.034,Level 2,J1772,1.11,Plug Out at Vehicle,37.444489,-122.16037,1345211
28878,PALO ALTO CA / HAMILTON #2,2018-01-17T20:42:00.000Z,2018-01-17T21:33:00.000Z,4.806,2.018,Level 2,J1772,1.11,Plug Out at Vehicle,37.444706,-122.160324,598103
28879,PALO ALTO CA / CAMBRIDGE #2,2018-01-18T05:18:00.000Z,2018-01-18T07:11:00.000Z,5.648,2.372,Level 2,J1772,1.3,Plug Out at Vehicle,37.426182,-122.146065,523487
28880,PALO ALTO CA / HAMILTON #2,2018-01-18T06:03:00.000Z,2018-01-18T08:58:00.000Z,8.114,3.408,Level 2,J1772,1.87,Plug Out at Vehicle,37.444706,-122.160324,126575
28881,PALO ALTO CA / CAMBRIDGE #2,2018-01-18T06:13:00.000Z,2018-01-18T11:52:00.000Z,19.963,8.385,Level 2,J1772,4.59,Plug Out at Vehicle,37.426182,-122.146065,1263541
28882,PALO ALTO CA / CAMBRIDGE #1,2018-01-18T06:34:00.000Z,2018-01-18T10:00:00.000Z,12.335,5.181,Level 2,J1772,2.84,Plug Out at Vehicle,37.426155,-122.146065,384591
28883,PALO ALTO CA / CAMBRIDGE #1,2018-01-18T07:03:00.000Z,2018-01-18T08:09:00.000Z,3.46,1.453,Level 2,J1772,0.8,Plug Out at Vehicle,37.426155,-122.146065,524259
28884,PALO ALTO CA / BRYANT #5,2018-01-18T08:37:00.000Z,2018-01-18T12:10:00.000Z,11.706,4.917,Level 2,J1772,2.69,Plug Out at Vehicle,37.44669,-122.162231,678339
28885,PALO ALTO CA / CAMBRIDGE #1,2018-01-18T08:46:00.000Z,2018-01-18T11:44:00.000Z,7.424,3.118,Level 2,J1772,1.71,Plug Out at Vehicle,37.426155,-122.146065,249461
28886,PALO ALTO CA / CAMBRIDGE #2,2018-01-18T08:55:00.000Z,2018-01-18T13:04:00.000Z,15.952,6.7,Level 2,J1772,3.67,Plug Out at Vehicle,37.426182,-122.146065,759289
28887,PALO ALTO CA / BRYANT #5,2018-01-18T09:03:00.000Z,2018-01-18T12:02:00.000Z,9.317,3.913,Level 2,J1772,2.14,Plug Out at Vehicle,37.44669,-122.162231,731965
28888,PALO ALTO CA / BRYANT #4,2018-01-18T09:46:00.000Z,2018-01-18T13:06:00.000Z,11.974,5.029,Level 2,J1772,2.75,Plug Out at Vehicle,37.446785,-122.162369,639087
28889,PALO ALTO CA / WEBSTER #1,2018-01-18T09:49:00.000Z,2018-01-18T13:58:00.000Z,12.329,5.178,Level 2,J1772,2.84,Plug Out at Vehicle,37.448284,-122.158272,804075
28890,PALO ALTO CA / BRYANT #6,2018-01-18T11:00:00.000Z,2018-01-18T12:40:00.000Z,9.778,4.107,Level 2,J1772,2.25,Plug Out at Vehicle,37.446667,-122.16217,559853
28891,PALO ALTO CA / HAMILTON #2,2018-01-18T11:31:00.000Z,2018-01-18T14:53:00.000Z,10.322,4.335,Level 2,J1772,2.37,Plug Out at Vehicle,37.444706,-122.160324,800739
28892,PALO ALTO CA / BRYANT #5,2018-01-18T12:33:00.000Z,2018-01-18T16:30:00.000Z,8.76,3.679,Level 2,J1772,3.75,Plug Out at Vehicle,37.44669,-122.162231,1051861
28893,PALO ALTO CA / WEBSTER #3,2018-01-18T14:21:00.000Z,2018-01-18T18:13:00.000Z,21.076,8.852,Level 2,J1772,4.64,Plug Out at Vehicle,37.448273,-122.158234,642731
28894,PALO ALTO CA / MPL #5,2018-01-18T14:26:00.000Z,2018-01-18T15:31:00.000Z,6.275,2.636,Level 2,J1772,1.44,Customer,37.422123,-122.113487,256085
28895,PALO ALTO CA / CAMBRIDGE #2,2018-01-18T15:24:00.000Z,2018-01-18T15:46:00.000Z,1.263,0.531,Level 2,J1772,0.29,Plug Out at Vehicle,37.426182,-122.146065,1044851
28896,PALO ALTO CA / RINCONADA LIB 1,2018-01-18T15:52:00.000Z,2018-01-18T19:27:00.000Z,9.502,3.991,Level 2,J1772,2.19,Plug Out at Vehicle,37.445496,-122.138863,846286
28897,PALO ALTO CA / CAMBRIDGE #1,2018-01-18T16:36:00.000Z,2018-01-18T16:42:00.000Z,0.263,0.111,Level 2,J1772,0.06,Plug Out at Vehicle,37.426155,-122.146065,204363
28898,PALO ALTO CA / CAMBRIDGE #2,2018-01-18T16:41:00.000Z,2018-01-18T18:49:00.000Z,5.636,2.367,Level 2,J1772,1.3,Plug Out at Vehicle,37.426182,-122.146065,1196491
28899,PALO ALTO CA / BRYANT #2,2018-01-18T16:59:00.000Z,2018-01-18T17:38:00.000Z,3.675,1.544,Level 2,J1772,0.85,Plug Out at Vehicle,37.44651,-122.16214,1386931
28900,PALO ALTO CA / CAMBRIDGE #1,2018-01-18T17:10:00.000Z,2018-01-18T19:10:00.000Z,5.856,2.46,Level 2,J1772,1.35,Plug Out at Vehicle,37.426155,-122.146065,511341
28901,PALO ALTO CA / WEBSTER #1,2018-01-18T17:25:00.000Z,2018-01-18T22:22:00.000Z,28.223,11.854,Level 2,J1772,6.49,Plug Out at Vehicle,37.448284,-122.158272,458953
28902,PALO ALTO CA / MPL #6,2018-01-18T17:27:00.000Z,2018-01-18T17:38:00.000Z,1.039,0.436,Level 2,J1772,0.24,Plug Out at Vehicle,37.422138,-122.113457,602693
28903,PALO ALTO CA / WEBSTER #2,2018-01-18T17:52:00.000Z,2018-01-18T19:25:00.000Z,8.882,3.73,Level 2,J1772,2.04,Plug Out at Vehicle,37.448238,-122.158203,Unknown
28904,PALO ALTO CA / WEBSTER #1,2018-01-18T18:09:00.000Z,2018-01-18T21:04:00.000Z,7.915,3.324,Level 2,J1772,1.82,Plug Out at Vehicle,37.448284,-122.158272,1406531
28905,PALO ALTO CA / BRYANT #3,2018-01-18T18:58:00.000Z,2018-01-18T19:48:00.000Z,2.639,1.109,Level 2,J1772,0.61,Plug Out at Vehicle,37.446583,-122.162109,566621
28906,PALO ALTO CA / CAMBRIDGE #1,2018-01-18T19:10:00.000Z,2018-01-18T22:34:00.000Z,17.959,7.543,Level 2,J1772,4.13,Plug Out at Vehicle,37.426155,-122.146065,180405
28907,PALO ALTO CA / CAMBRIDGE #2,2018-01-18T19:36:00.000Z,2018-01-18T19:51:00.000Z,0.711,0.299,Level 2,J1772,0.16,Plug Out at Vehicle,37.426182,-122.146065,204363
28908,PALO ALTO CA / RINCONADA LIB 3,2018-01-18T21:38:00.000Z,2018-01-19T08:34:00.000Z,16.976,7.13,Level 2,J1772,3.9,Plug Out at Vehicle,37.445496,-122.138924,518157
28909,PALO ALTO CA / BRYANT #6,2018-01-18T21:52:00.000Z,2018-01-18T22:59:00.000Z,3.718,1.562,Level 2,J1772,0.86,Plug Out at Vehicle,37.446667,-122.16217,990681
28910,PALO ALTO CA / HIGH #4,2018-01-18T22:08:00.000Z,2018-01-18T22:40:00.000Z,3.363,1.413,Level 2,J1772,0.77,Plug Out at Vehicle,37.443138,-122.163239,318669
28911,PALO ALTO CA / TED THOMPSON #1,2018-01-19T05:25:00.000Z,2018-01-19T07:16:00.000Z,12.339,5.182,Level 2,J1772,2.84,Plug Out at Vehicle,37.428318,-122.144188,7027
28912,PALO ALTO CA / BRYANT #5,2018-01-19T06:19:00.000Z,2018-01-19T07:08:00.000Z,4.777,2.006,Level 2,J1772,1.1,Plug Out at Vehicle,37.44669,-122.162231,230733
28913,PALO ALTO CA / CAMBRIDGE #1,2018-01-19T08:07:00.000Z,2018-01-19T10:43:00.000Z,7.014,2.946,Level 2,J1772,1.61,Plug Out at Vehicle,37.426155,-122.146065,1384761
28914,PALO ALTO CA / HIGH #2,2018-01-19T08:11:00.000Z,2018-01-19T11:37:00.000Z,14.414,6.054,Level 2,J1772,3.32,Plug Out at Vehicle,37.443344,-122.163231,354741
28915,PALO ALTO CA / WEBSTER #1,2018-01-19T08:11:00.000Z,2018-01-19T09:39:00.000Z,4.881,2.05,Level 2,J1772,1.12,Plug Out at Vehicle,37.448284,-122.158272,615915
28916,PALO ALTO CA / HIGH #2,2018-01-19T08:33:00.000Z,2018-01-19T09:05:00.000Z,1.713,0.719,Level 2,J1772,0.39,Plug Out at Vehicle,37.443344,-122.163231,1135341
28917,PALO ALTO CA / BRYANT #6,2018-01-19T09:13:00.000Z,2018-01-19T12:26:00.000Z,19.06,8.005,Level 2,J1772,4.38,Plug Out at Vehicle,37.446667,-122.16217,840908
28918,PALO ALTO CA / TED THOMPSON #1,2018-01-19T09:13:00.000Z,2018-01-19T13:31:00.000Z,17.626,7.403,Level 2,J1772,4.05,Plug Out at Vehicle,37.428318,-122.144188,718807
28919,PALO ALTO CA / WEBSTER #3,2018-01-19T09:33:00.000Z,2018-01-19T13:37:00.000Z,12.231,5.137,Level 2,J1772,2.81,Plug Out at Vehicle,37.448273,-122.158234,804075
28920,PALO ALTO CA / HAMILTON #2,2018-01-19T09:37:00.000Z,2018-01-19T11:53:00.000Z,2.188,0.919,Level 2,J1772,2.03,Plug Out at Vehicle,37.444706,-122.160324,184557
28921,PALO ALTO CA / HIGH #2,2018-01-19T09:54:00.000Z,2018-01-19T11:50:00.000Z,4.419,1.856,Level 2,J1772,1.02,Plug Out at Vehicle,37.443344,-122.163231,1051861
28922,PALO ALTO CA / CAMBRIDGE #2,2018-01-19T09:55:00.000Z,2018-01-19T13:03:00.000Z,12.715,5.34,Level 2,J1772,2.92,Plug Out at Vehicle,37.426182,-122.146065,759289
28923,PALO ALTO CA / HIGH #4,2018-01-19T10:14:00.000Z,2018-01-19T12:51:00.000Z,7.03,2.953,Level 2,J1772,1.62,Plug Out at Vehicle,37.443138,-122.163239,580423
28924,PALO ALTO CA / MPL #4,2018-01-19T11:18:00.000Z,2018-01-19T15:30:00.000Z,25.02,10.508,Level 2,J1772,5.75,Plug Out at Vehicle,37.422104,-122.11351,1498301
28925,PALO ALTO CA / WEBSTER #1,2018-01-19T12:07:00.000Z,2018-01-19T14:30:00.000Z,14.007,5.883,Level 2,J1772,3.22,Plug Out at Vehicle,37.448284,-122.158272,599959
28926,PALO ALTO CA / BRYANT #6,2018-01-19T13:29:00.000Z,2018-01-19T19:19:00.000Z,15.26,6.409,Level 2,J1772,4.7,Plug Out at Vehicle,37.446667,-122.16217,800739
28927,PALO ALTO CA / BRYANT #4,2018-01-19T13:47:00.000Z,2018-01-19T15:37:00.000Z,10.914,4.584,Level 2,J1772,2.51,Customer,37.446785,-122.162369,1545501
28928,PALO ALTO CA / WEBSTER #3,2018-01-19T13:48:00.000Z,2018-01-19T16:14:00.000Z,6.265,2.631,Level 2,J1772,1.44,Plug Out at Vehicle,37.448273,-122.158234,844324
28929,PALO ALTO CA / WEBSTER #3,2018-01-19T14:11:00.000Z,2018-01-19T19:38:00.000Z,32.039,13.457,Level 2,J1772,7.37,Plug Out at Vehicle,37.448273,-122.158234,840908
28930,PALO ALTO CA / CAMBRIDGE #2,2018-01-19T16:15:00.000Z,2018-01-19T16:48:00.000Z,1.674,0.703,Level 2,J1772,0.39,Plug Out at Vehicle,37.426182,-122.146065,188163
28931,PALO ALTO CA / TED THOMPSON #1,2018-01-19T16:16:00.000Z,2018-01-19T22:03:00.000Z,26.425,11.099,Level 2,J1772,8.13,Plug Out at Vehicle,37.428318,-122.144188,602693
28932,PALO ALTO CA / RINCONADA LIB 3,2018-01-19T17:15:00.000Z,2018-01-19T20:18:00.000Z,10.109,4.246,Level 2,J1772,2.32,Customer,37.445496,-122.138924,415045
28933,PALO ALTO CA / HIGH #2,2018-01-19T17:55:00.000Z,2018-01-19T20:08:00.000Z,12.856,5.399,Level 2,J1772,2.96,Plug Out at Vehicle,37.443344,-122.163231,66723
28934,PALO ALTO CA / CAMBRIDGE #1,2018-01-19T18:19:00.000Z,2018-01-19T20:54:00.000Z,6.97,2.928,Level 2,J1772,1.6,Plug Out at Vehicle,37.426155,-122.146065,566621
28935,PALO ALTO CA / HIGH #3,2018-01-19T19:19:00.000Z,2018-01-19T21:34:00.000Z,7.505,3.152,Level 2,J1772,1.73,Plug Out at Vehicle,37.443443,-122.163139,674871
28936,PALO ALTO CA / CAMBRIDGE #1,2018-01-20T07:58:00.000Z,2018-01-20T08:06:00.000Z,0.731,0.307,Level 2,J1772,0.17,Customer,37.426155,-122.146065,54863
28937,PALO ALTO CA / MPL #6,2018-01-20T08:28:00.000Z,2018-01-20T12:13:00.000Z,12.263,5.151,Level 2,J1772,2.82,Plug Out at Vehicle,37.422138,-122.113457,2535
28938,PALO ALTO CA / MPL #5,2018-01-20T08:40:00.000Z,2018-01-20T10:53:00.000Z,10.719,4.502,Level 2,J1772,2.47,Plug Out at Vehicle,37.422123,-122.113487,784343
28939,PALO ALTO CA / BRYANT #5,2018-01-20T10:40:00.000Z,2018-01-20T11:15:00.000Z,3.395,1.426,Level 2,J1772,0.78,Plug Out at Vehicle,37.44669,-122.162231,780451
28940,PALO ALTO CA / HAMILTON #1,2018-01-20T11:08:00.000Z,2018-01-20T12:16:00.000Z,6.333,2.66,Level 2,J1772,1.46,Plug Out at Vehicle,37.444489,-122.16037,676717
28941,PALO ALTO CA / HIGH #4,2018-01-20T11:11:00.000Z,2018-01-20T15:46:00.000Z,17.966,7.546,Level 2,J1772,0.0,Plug Out at Vehicle,37.443138,-122.163239,Unknown
28942,PALO ALTO CA / HIGH #1,2018-01-20T11:41:00.000Z,2018-01-20T13:10:00.000Z,9.223,3.874,Level 2,J1772,2.12,Plug Out at Vehicle,37.443211,-122.163078,296115
28943,PALO ALTO CA / HIGH #1,2018-01-20T12:06:00.000Z,2018-01-20T13:21:00.000Z,4.147,1.742,Level 2,J1772,0.95,Plug Out at Vehicle,37.443211,-122.163078,524405
28944,PALO ALTO CA / RINCONADA LIB 2,2018-01-20T12:12:00.000Z,2018-01-20T15:03:00.000Z,6.349,2.667,Level 2,J1772,1.46,Plug Out at Vehicle,37.445499,-122.138893,1430171
28945,PALO ALTO CA / HIGH #2,2018-01-20T12:13:00.000Z,2018-01-20T13:39:00.000Z,4.747,1.994,Level 2,J1772,1.09,Plug Out at Vehicle,37.443344,-122.163231,678575
28946,PALO ALTO CA / WEBSTER #1,2018-01-20T12:51:00.000Z,2018-01-20T13:51:00.000Z,3.655,1.535,Level 2,J1772,0.84,Plug Out at Vehicle,37.448284,-122.158272,535703
28947,PALO ALTO CA / BRYANT #6,2018-01-20T12:54:00.000Z,2018-01-20T14:30:00.000Z,5.36,2.251,Level 2,J1772,1.23,Plug Out at Vehicle,37.446667,-122.16217,378027
28948,PALO ALTO CA / MPL #6,2018-01-20T13:09:00.000Z,2018-01-20T15:33:00.000Z,7.465,3.135,Level 2,J1772,1.72,Plug Out at Vehicle,37.422138,-122.113457,359703
28949,PALO ALTO CA / WEBSTER #3,2018-01-20T13:21:00.000Z,2018-01-20T16:41:00.000Z,10.525,4.421,Level 2,J1772,2.42,Customer,37.448273,-122.158234,279427
28950,PALO ALTO CA / CAMBRIDGE #2,2018-01-20T13:34:00.000Z,2018-01-20T14:36:00.000Z,4.59,1.928,Level 2,J1772,1.06,Plug Out at Vehicle,37.426182,-122.146065,555239
28951,PALO ALTO CA / WEBSTER #3,2018-01-20T13:39:00.000Z,2018-01-20T13:58:00.000Z,1.012,0.425,Level 2,J1772,0.23,Plug Out at Vehicle,37.448273,-122.158234,1112951
28952,PALO ALTO CA / MPL #4,2018-01-20T13:44:00.000Z,2018-01-20T16:02:00.000Z,7.38,3.1,Level 2,J1772,1.7,Plug Out at Vehicle,37.422104,-122.11351,635007
28953,PALO ALTO CA / RINCONADA LIB 1,2018-01-20T14:14:00.000Z,2018-01-20T15:54:00.000Z,2.725,1.145,Level 2,J1772,0.63,Customer,37.445496,-122.138863,345097
28954,PALO ALTO CA / HIGH #2,2018-01-20T14:52:00.000Z,2018-01-20T15:06:00.000Z,1.317,0.553,Level 2,J1772,0.3,Customer,37.443344,-122.163231,768583
28955,PALO ALTO CA / CAMBRIDGE #1,2018-01-20T15:53:00.000Z,2018-01-20T18:42:00.000Z,12.914,5.424,Level 2,J1772,2.97,Plug Out at Vehicle,37.426155,-122.146065,784487
28956,PALO ALTO CA / BRYANT #3,2018-01-20T15:59:00.000Z,2018-01-20T16:32:00.000Z,1.77,0.743,Level 2,J1772,0.41,Plug Out at Vehicle,37.446583,-122.162109,644321
28957,PALO ALTO CA / HAMILTON #2,2018-01-20T16:06:00.000Z,2018-01-20T17:34:00.000Z,4.299,1.805,Level 2,J1772,0.99,Plug Out at Vehicle,37.444706,-122.160324,682193
28958,PALO ALTO CA / BRYANT #5,2018-01-20T16:47:00.000Z,2018-01-20T18:18:00.000Z,4.995,2.098,Level 2,J1772,1.15,Plug Out at Vehicle,37.44669,-122.162231,771459
28959,PALO ALTO CA / WEBSTER #1,2018-01-20T17:25:00.000Z,2018-01-20T19:22:00.000Z,3.625,1.523,Level 2,J1772,1.06,Plug Out at Vehicle,37.448284,-122.158272,980291
28960,PALO ALTO CA / RINCONADA LIB 1,2018-01-20T17:30:00.000Z,2018-01-20T19:36:00.000Z,11.464,4.815,Level 2,J1772,2.64,Plug Out at Vehicle,37.445496,-122.138863,486851
28961,PALO ALTO CA / WEBSTER #2,2018-01-20T18:07:00.000Z,2018-01-20T18:45:00.000Z,2.117,0.889,Level 2,J1772,0.49,Plug Out at Vehicle,37.448238,-122.158203,391255
28962,PALO ALTO CA / CAMBRIDGE #1,2018-01-20T18:54:00.000Z,2018-01-20T20:00:00.000Z,3.394,1.425,Level 2,J1772,0.78,Plug Out at Vehicle,37.426155,-122.146065,525363
28963,PALO ALTO CA / CAMBRIDGE #2,2018-01-20T20:53:00.000Z,2018-01-20T22:37:00.000Z,3.58,1.504,Level 2,J1772,0.82,Plug Out at Vehicle,37.426182,-122.146065,1508661
28964,PALO ALTO CA / RINCONADA LIB 1,2018-01-20T21:23:00.000Z,2018-01-21T01:09:00.000Z,11.962,5.024,Level 2,J1772,2.75,Plug Out at Vehicle,37.445496,-122.138863,671637
28965,PALO ALTO CA / TED THOMPSON #1,2018-01-21T09:30:00.000Z,2018-01-21T10:05:00.000Z,3.206,1.347,Level 2,J1772,0.74,Plug Out at Vehicle,37.428318,-122.144188,236947
