session_id,station_name,start_ts,end_ts,energy_kwh,ghg_savings_kg,port_type,plug_type,fee,ended_by,latitude,longitude,user_id
3663,PALO ALTO CA / BRYANT #2,2014-02-25T10:11:00.000Z,2014-02-25T13:13:00.000Z,3.874861,1.627,Level 1,NEMA 5-20R,0.0,Customer,37.44651,-122.16214,161949
3664,PALO ALTO CA / HAMILTON #2,2014-02-25T11:14:00.000Z,2014-02-25T14:16:00.000Z,9.513505,3.996,Level 2,J1772,0.0,Customer,37.444607,-122.160263,129009
3665,PALO ALTO CA / HAMILTON #1,2014-02-25T12:58:00.000Z,2014-02-25T16:44:00.000Z,2.512883,1.055,Level 2,J1772,0.0,Plug Out at Vehicle,37.444489,-122.16037,198089
3666,PALO ALTO CA / BRYANT #2,2014-02-25T16:55:00.000Z,2014-02-25T18:28:00.000Z,8.776201,3.686,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,207529
3667,PALO ALTO CA / HAMILTON #2,2014-02-25T17:11:00.000Z,2014-02-25T19:04:00.000Z,2.666431,1.12,Level 2,J1772,0.0,Customer,37.444607,-122.160263,205531
3668,PALO ALTO CA / BRYANT #2,2014-02-26T11:28:00.000Z,2014-02-26T13:56:00.000Z,3.141044,1.319,Level 1,NEMA 5-20R,0.0,Customer,37.44651,-122.16214,199581
3669,PALO ALTO CA / HAMILTON #1,2014-02-26T17:01:00.000Z,2014-02-26T17:31:00.000Z,1.464749,0.615,Level 2,J1772,0.0,Customer,37.444489,-122.16037,76363
3670,PALO ALTO CA / HAMILTON #1,2014-02-27T06:04:00.000Z,2014-02-27T07:20:00.000Z,3.691802,1.551,Level 2,J1772,0.0,Plug Out at Vehicle,37.444489,-122.16037,2670
3671,PALO ALTO CA / HAMILTON #2,2014-02-27T06:31:00.000Z,2014-02-27T08:58:00.000Z,7.653568,3.214,Level 2,J1772,0.0,Plug Out at Vehicle,37.444607,-122.160263,175737
3672,PALO ALTO CA / BRYANT #1,2014-02-27T08:05:00.000Z,2014-02-27T10:57:00.000Z,3.901997,1.639,Level 1,NEMA 5-20R,0.0,Customer,37.446613,-122.162308,127691
3673,PALO ALTO CA / HAMILTON #2,2014-02-27T08:59:00.000Z,2014-02-27T11:49:00.000Z,8.093633,3.399,Level 2,J1772,0.0,Plug Out at Vehicle,37.444607,-122.160263,127257
3674,PALO ALTO CA / BRYANT #2,2014-02-27T09:37:00.000Z,2014-02-27T11:23:00.000Z,3.766841,1.582,Level 2,J1772,0.0,Unknown,37.44651,-122.16214,135961
3675,PALO ALTO CA / HAMILTON #1,2014-02-27T13:16:00.000Z,2014-02-27T16:17:00.000Z,6.805607,2.858,Level 2,J1772,0.0,Plug Out at Vehicle,37.444489,-122.16037,170905
3676,PALO ALTO CA / HIGH #4,2014-02-27T14:58:00.000Z,2014-02-27T15:32:00.000Z,0.73952,0.311,Level 1,NEMA 5-20R,0.0,Customer,37.443676,-122.16288,130147
3677,PALO ALTO CA / BRYANT #1,2014-02-27T18:48:00.000Z,2014-02-27T20:33:00.000Z,6.454581,2.711,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,126913
3678,PALO ALTO CA / HAMILTON #1,2014-02-27T21:40:00.000Z,2014-02-27T23:01:00.000Z,2.650373,1.113,Level 2,J1772,0.0,Plug Out at Vehicle,37.444489,-122.16037,126779
3679,PALO ALTO CA / BRYANT #1,2014-02-28T09:21:00.000Z,2014-02-28T09:22:00.000Z,0.078923,0.033,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,128279
3680,PALO ALTO CA / BRYANT #1,2014-02-28T09:22:00.000Z,2014-02-28T12:12:00.000Z,8.558645,3.595,Level 2,J1772,0.0,Customer,37.446613,-122.162308,203595
3681,PALO ALTO CA / BRYANT #1,2014-02-28T11:47:00.000Z,2014-02-28T13:45:00.000Z,2.548194,1.07,Level 1,NEMA 5-20R,0.0,Customer,37.446613,-122.162308,135961
3682,PALO ALTO CA / HIGH #4,2014-02-28T12:22:00.000Z,2014-02-28T14:21:00.000Z,12.791742,5.373,Level 2,J1772,0.0,Plug Out at Vehicle,37.443676,-122.16288,136695
3683,PALO ALTO CA / HAMILTON #1,2014-02-28T13:39:00.000Z,2014-02-28T14:55:00.000Z,4.101705,1.723,Level 2,J1772,0.0,Plug Out at Vehicle,37.444489,-122.16037,181767
3684,PALO ALTO CA / BRYANT #1,2014-02-28T14:16:00.000Z,2014-02-28T19:43:00.000Z,11.547627,4.85,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,148043
3685,PALO ALTO CA / HAMILTON #1,2014-02-28T15:13:00.000Z,2014-02-28T17:38:00.000Z,10.424176,4.378,Level 2,J1772,0.0,Customer,37.444489,-122.16037,164973
3686,PALO ALTO CA / BRYANT #1,2014-03-01T11:53:00.000Z,2014-03-01T12:20:00.000Z,2.718547,1.142,Level 2,J1772,0.0,Customer,37.446613,-122.162308,199581
3687,PALO ALTO CA / HIGH #4,2014-03-01T14:33:00.000Z,2014-03-01T16:15:00.000Z,5.369866,2.255,Level 2,J1772,0.0,Plug Out at Vehicle,37.443676,-122.16288,167147
3688,PALO ALTO CA / BRYANT #1,2014-03-02T06:43:00.000Z,2014-03-02T08:49:00.000Z,7.706707,3.237,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,122983
3689,PALO ALTO CA / BRYANT #2,2014-03-02T07:10:00.000Z,2014-03-02T17:07:00.000Z,12.881527,5.41,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,190181
3690,PALO ALTO CA / BRYANT #1,2014-03-02T09:18:00.000Z,2014-03-02T10:36:00.000Z,4.025272,1.691,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,142075
3691,PALO ALTO CA / HAMILTON #2,2014-03-02T14:31:00.000Z,2014-03-02T18:28:00.000Z,11.369232,4.775,Level 2,J1772,0.0,Plug Out at Vehicle,37.444607,-122.160263,2670
3692,PALO ALTO CA / HAMILTON #1,2014-03-02T15:30:00.000Z,2014-03-02T16:16:00.000Z,2.705699,1.136,Level 2,J1772,0.0,Customer,37.444489,-122.16037,5354
3693,PALO ALTO CA / BRYANT #2,2014-03-02T18:42:00.000Z,2014-03-02T20:07:00.000Z,8.217586,3.451,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,145833
3694,PALO ALTO CA / BRYANT #2,2014-03-03T07:15:00.000Z,2014-03-03T09:19:00.000Z,5.134871,2.157,Level 2,J1772,0.0,Unknown,37.44651,-122.16214,203595
3695,PALO ALTO CA / BRYANT #2,2014-03-03T09:18:00.000Z,2014-03-03T11:43:00.000Z,6.641995,2.79,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,135961
3696,PALO ALTO CA / BRYANT #2,2014-03-03T17:38:00.000Z,2014-03-03T19:53:00.000Z,12.926097,5.429,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,148043
3697,PALO ALTO CA / HIGH #4,2014-03-04T07:32:00.000Z,2014-03-04T11:08:00.000Z,11.189133,4.699,Level 2,J1772,0.0,Plug Out at Vehicle,37.443676,-122.16288,161853
3698,PALO ALTO CA / HAMILTON #2,2014-03-04T09:37:00.000Z,2014-03-04T09:39:00.000Z,0.011888,0.005,Level 1,NEMA 5-20R,0.0,Customer,37.444607,-122.160263,145397
3699,PALO ALTO CA / BRYANT #2,2014-03-04T09:42:00.000Z,2014-03-04T09:53:00.000Z,0.507303,0.213,Level 2,J1772,0.0,Customer,37.44651,-122.16214,135961
3700,PALO ALTO CA / HIGH #4,2014-03-04T09:46:00.000Z,2014-03-04T12:36:00.000Z,1.966509,0.826,Level 1,NEMA 5-20R,0.0,Customer,37.443676,-122.16288,162825
3701,PALO ALTO CA / BRYANT #1,2014-03-04T11:08:00.000Z,2014-03-04T13:49:00.000Z,3.193519,1.341,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,43953
3702,PALO ALTO CA / HAMILTON #1,2014-03-04T13:55:00.000Z,2014-03-04T18:07:00.000Z,2.875928,1.208,Level 2,J1772,0.0,Plug Out at Vehicle,37.444489,-122.16037,126945
3703,PALO ALTO CA / BRYANT #2,2014-03-04T18:38:00.000Z,2014-03-04T20:41:00.000Z,2.873228,1.207,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,166693
3704,PALO ALTO CA / HAMILTON #1,2014-03-04T20:42:00.000Z,2014-03-04T23:10:00.000Z,9.579308,4.023,Level 2,J1772,0.0,Plug Out at Vehicle,37.444489,-122.16037,2545
3705,PALO ALTO CA / BRYANT #2,2014-03-05T10:56:00.000Z,2014-03-05T13:12:00.000Z,7.500299,3.15,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,144503
3706,PALO ALTO CA / HAMILTON #1,2014-03-05T13:26:00.000Z,2014-03-06T23:58:00.000Z,3.081292,1.294,Level 1,NEMA 5-20R,0.0,Unknown,37.444489,-122.16037,205457
3707,PALO ALTO CA / BRYANT #1,2014-03-05T13:59:00.000Z,2014-03-05T17:17:00.000Z,10.310199,4.33,Level 2,J1772,0.0,Customer,37.446613,-122.162308,129009
3708,PALO ALTO CA / HIGH #4,2014-03-05T21:17:00.000Z,2014-03-05T22:15:00.000Z,6.217476,2.611,Level 2,J1772,0.0,Customer,37.443676,-122.16288,191671
3709,PALO ALTO CA / BRYANT #1,2014-03-06T06:57:00.000Z,2014-03-06T08:01:00.000Z,6.363449,2.673,Level 2,J1772,0.0,Customer,37.446613,-122.162308,199581
3710,PALO ALTO CA / BRYANT #2,2014-03-06T11:54:00.000Z,2014-03-06T13:27:00.000Z,8.385335,3.522,Level 2,J1772,0.0,Customer,37.44651,-122.16214,215913
3711,PALO ALTO CA / HIGH #4,2014-03-06T13:20:00.000Z,2014-03-06T15:48:00.000Z,2.776698,1.166,Level 2,J1772,0.0,Plug Out at Vehicle,37.443676,-122.16288,16913
3712,PALO ALTO CA / BRYANT #2,2014-03-06T13:33:00.000Z,2014-03-06T17:15:00.000Z,11.390658,4.784,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,148347
3713,PALO ALTO CA / HIGH #4,2014-03-07T07:16:00.000Z,2014-03-07T09:36:00.000Z,9.247831,3.884,Level 2,J1772,0.0,Plug Out at Vehicle,37.443676,-122.16288,211699
3714,PALO ALTO CA / BRYANT #2,2014-03-07T09:31:00.000Z,2014-03-07T12:07:00.000Z,6.838919,2.872,Level 2,J1772,0.0,Customer,37.44651,-122.16214,135961
3715,PALO ALTO CA / HAMILTON #1,2014-03-07T14:28:00.000Z,2014-03-07T16:35:00.000Z,5.793577,2.433,Level 2,J1772,0.0,Customer,37.444489,-122.16037,47823
3716,PALO ALTO CA / BRYANT #2,2014-03-07T20:31:00.000Z,2014-03-07T21:53:00.000Z,8.081038,3.394,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,Unknown
3717,PALO ALTO CA / HAMILTON #1,2014-03-08T13:07:00.000Z,2014-03-08T13:48:00.000Z,0.784123,0.329,Level 2,J1772,0.0,Customer,37.444489,-122.16037,27133
3718,PALO ALTO CA / HAMILTON #1,2014-03-08T14:20:00.000Z,2014-03-08T14:22:00.000Z,0.109821,0.046,Level 2,J1772,0.0,Customer,37.444489,-122.16037,202729
3719,PALO ALTO CA / HAMILTON #1,2014-03-08T18:15:00.000Z,2014-03-08T20:42:00.000Z,9.910644,4.162,Level 2,J1772,0.0,Plug Out at Vehicle,37.444489,-122.16037,167207
3720,PALO ALTO CA / HAMILTON #1,2014-03-09T09:19:00.000Z,2014-03-09T11:02:00.000Z,3.727999,1.566,Level 2,J1772,0.0,Plug Out at Vehicle,37.444489,-122.16037,6892
3721,PALO ALTO CA / HAMILTON #2,2014-03-09T10:43:00.000Z,2014-03-09T12:59:00.000Z,10.345451,4.345,Level 2,J1772,0.0,Customer,37.444607,-122.160263,156081
3722,PALO ALTO CA / BRYANT #2,2014-03-09T13:46:00.000Z,2014-03-09T14:40:00.000Z,5.231594,2.197,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,130091
3723,PALO ALTO CA / HAMILTON #2,2014-03-09T18:26:00.000Z,2014-03-09T19:55:00.000Z,8.282389,3.479,Level 2,J1772,0.0,Plug Out at Vehicle,37.444607,-122.160263,154551
3724,PALO ALTO CA / BRYANT #2,2014-03-09T18:55:00.000Z,2014-03-09T19:46:00.000Z,2.637722,1.108,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,131823
3725,PALO ALTO CA / HAMILTON #1,2014-03-10T10:41:00.000Z,2014-03-10T12:05:00.000Z,1.548409,0.65,Level 2,J1772,0.0,Plug Out at Vehicle,37.444489,-122.16037,168461
3726,PALO ALTO CA / BRYANT #2,2014-03-10T14:38:00.000Z,2014-03-10T16:14:00.000Z,5.83685,2.451,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,124853
3727,PALO ALTO CA / BRYANT #1,2014-03-10T15:06:00.000Z,2014-03-10T19:54:00.000Z,10.454364,4.391,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,Unknown
3728,PALO ALTO CA / BRYANT #2,2014-03-10T16:19:00.000Z,2014-03-10T19:56:00.000Z,12.965383,5.445,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,149507
3729,PALO ALTO CA / HIGH #4,2014-03-11T07:23:00.000Z,2014-03-11T10:39:00.000Z,10.090188,4.238,Level 2,J1772,0.0,Plug Out at Vehicle,37.443676,-122.16288,161853
3730,PALO ALTO CA / HAMILTON #2,2014-03-11T10:33:00.000Z,2014-03-11T12:09:00.000Z,1.201781,0.505,Level 2,J1772,0.0,Plug Out at Vehicle,37.444607,-122.160263,185847
3731,PALO ALTO CA / HIGH #4,2014-03-12T06:14:00.000Z,2014-03-12T09:56:00.000Z,18.334257,7.7,Level 2,J1772,0.0,Plug Out at Vehicle,37.443676,-122.16288,191743
3732,PALO ALTO CA / HIGH #4,2014-03-12T07:56:00.000Z,2014-03-12T09:56:00.000Z,2.556717,1.074,Level 1,NEMA 5-20R,0.0,Customer,37.443676,-122.16288,162825
3733,PALO ALTO CA / HAMILTON #2,2014-03-12T08:29:00.000Z,2014-03-12T09:22:00.000Z,2.995316,1.258,Level 2,J1772,0.0,Customer,37.444607,-122.160263,181767
3734,PALO ALTO CA / HAMILTON #2,2014-03-12T14:19:00.000Z,2014-03-12T17:21:00.000Z,8.596479,3.611,Level 2,J1772,0.0,Plug Out at Vehicle,37.444607,-122.160263,5717
3735,PALO ALTO CA / BRYANT #1,2014-03-12T16:50:00.000Z,2014-03-12T17:37:00.000Z,2.318933,0.974,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,4916
3736,PALO ALTO CA / HAMILTON #1,2014-03-12T17:18:00.000Z,2014-03-12T18:45:00.000Z,4.193914,1.761,Level 2,J1772,0.0,Plug Out at Vehicle,37.444489,-122.16037,166323
3737,PALO ALTO CA / BRYANT #1,2014-03-12T17:37:00.000Z,2014-03-12T19:25:00.000Z,8.470667,3.558,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,76573
3738,PALO ALTO CA / HAMILTON #1,2014-03-12T21:23:00.000Z,2014-03-13T08:49:00.000Z,12.766776,5.362,Level 2,J1772,0.0,Plug Out at Vehicle,37.444489,-122.16037,140567
3739,PALO ALTO CA / HIGH #4,2014-03-13T06:58:00.000Z,2014-03-13T09:50:00.000Z,11.172615,4.692,Level 2,J1772,0.0,Plug Out at Vehicle,37.443676,-122.16288,191743
3740,PALO ALTO CA / BRYANT #1,2014-03-13T07:19:00.000Z,2014-03-13T08:10:00.000Z,1.038891,0.436,Level 1,NEMA 5-20R,0.0,Customer,37.446613,-122.162308,203595
3741,PALO ALTO CA / BRYANT #2,2014-03-13T08:11:00.000Z,2014-03-13T10:25:00.000Z,7.214821,3.03,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,203595
3742,PALO ALTO CA / BRYANT #1,2014-03-13T08:38:00.000Z,2014-03-13T11:25:00.000Z,7.903291,3.319,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,127257
3743,PALO ALTO CA / HAMILTON #2,2014-03-13T12:29:00.000Z,2014-03-13T15:55:00.000Z,7.142867,3.0,Level 2,J1772,0.0,Plug Out at Vehicle,37.444607,-122.160263,170905
3744,PALO ALTO CA / BRYANT #2,2014-03-13T14:34:00.000Z,2014-03-13T17:23:00.000Z,2.906023,1.221,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,Unknown
3745,PALO ALTO CA / BRYANT #2,2014-03-13T17:23:00.000Z,2014-03-13T18:56:00.000Z,5.111055,2.147,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,153023
3746,PALO ALTO CA / HAMILTON #1,2014-03-13T18:23:00.000Z,2014-03-13T19:53:00.000Z,4.340475,1.823,Level 2,J1772,0.0,Plug Out at Vehicle,37.444489,-122.16037,190015
3747,PALO ALTO CA / HIGH #4,2014-03-13T18:36:00.000Z,2014-03-13T19:16:00.000Z,4.448273,1.868,Level 2,J1772,0.0,Customer,37.443676,-122.16288,213801
3748,PALO ALTO CA / HAMILTON #1,2014-03-14T06:15:00.000Z,2014-03-14T10:35:00.000Z,11.812271,4.961,Level 2,J1772,0.0,Plug Out at Vehicle,37.444489,-122.16037,158765
3749,PALO ALTO CA / HAMILTON #2,2014-03-14T08:27:00.000Z,2014-03-14T08:28:00.000Z,0.029016,0.012,Level 2,J1772,0.0,Plug Out at Vehicle,37.444607,-122.160263,98653
3750,PALO ALTO CA / HIGH #4,2014-03-14T09:15:00.000Z,2014-03-14T11:14:00.000Z,2.014194,0.846,Level 1,NEMA 5-20R,0.0,Customer,37.443676,-122.16288,162825
3751,PALO ALTO CA / BRYANT #2,2014-03-14T09:22:00.000Z,2014-03-14T11:03:00.000Z,5.404693,2.27,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,135961
3752,PALO ALTO CA / HAMILTON #1,2014-03-14T10:35:00.000Z,2014-03-14T12:25:00.000Z,3.498029,1.469,Level 2,J1772,0.0,Plug Out at Vehicle,37.444489,-122.16037,208319
3753,PALO ALTO CA / BRYANT #2,2014-03-14T11:06:00.000Z,2014-03-14T11:19:00.000Z,0.62655,0.263,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,205481
3754,PALO ALTO CA / HIGH #4,2014-03-14T12:12:00.000Z,2014-03-14T13:50:00.000Z,6.041801,2.538,Level 2,J1772,0.0,Plug Out at Vehicle,37.443676,-122.16288,138415
3755,PALO ALTO CA / BRYANT #2,2014-03-14T12:41:00.000Z,2014-03-14T15:00:00.000Z,7.173227,3.013,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,148511
3756,PALO ALTO CA / HAMILTON #1,2014-03-14T14:01:00.000Z,2014-03-14T17:16:00.000Z,9.059275,3.805,Level 2,J1772,0.0,Plug Out at Vehicle,37.444489,-122.16037,211489
3757,PALO ALTO CA / BRYANT #2,2014-03-14T15:00:00.000Z,2014-03-14T15:04:00.000Z,0.120799,0.051,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,Unknown
3758,PALO ALTO CA / HAMILTON #2,2014-03-14T15:17:00.000Z,2014-03-14T17:07:00.000Z,5.306606,2.229,Level 2,J1772,0.0,Plug Out at Vehicle,37.444607,-122.160263,170905
3759,PALO ALTO CA / BRYANT #1,2014-03-14T17:59:00.000Z,2014-03-14T18:56:00.000Z,5.975608,2.51,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,163669
3760,PALO ALTO CA / BRYANT #2,2014-03-14T22:09:00.000Z,2014-03-14T23:51:00.000Z,8.135217,3.417,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,35413
3761,PALO ALTO CA / HAMILTON #2,2014-03-15T08:04:00.000Z,2014-03-15T14:03:00.000Z,24.678637,10.365,Level 2,J1772,0.0,Plug Out at Vehicle,37.444607,-122.160263,164973
3762,PALO ALTO CA / BRYANT #2,2014-03-15T08:56:00.000Z,2014-03-15T18:21:00.000Z,5.9243,2.488,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,190181
3763,PALO ALTO CA / BRYANT #1,2014-03-15T09:00:00.000Z,2014-03-15T10:16:00.000Z,1.631217,0.685,Level 1,NEMA 5-20R,0.0,Customer,37.446613,-122.162308,119863
3764,PALO ALTO CA / HIGH #4,2014-03-15T15:01:00.000Z,2014-03-15T16:05:00.000Z,3.181099,1.336,Level 2,J1772,0.0,Customer,37.443676,-122.16288,175817
3765,PALO ALTO CA / BRYANT #2,2014-03-15T18:21:00.000Z,2014-03-15T19:07:00.000Z,4.439172,1.864,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,213801
3766,PALO ALTO CA / BRYANT #1,2014-03-15T20:05:00.000Z,2014-03-15T22:37:00.000Z,5.125783,2.153,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,177955
3767,PALO ALTO CA / BRYANT #1,2014-03-15T22:37:00.000Z,2014-03-16T01:32:00.000Z,8.930847,3.751,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,164205
3768,PALO ALTO CA / HAMILTON #2,2014-03-16T14:48:00.000Z,2014-03-16T15:57:00.000Z,3.998697,1.679,Level 2,J1772,0.0,Customer,37.444607,-122.160263,4447
3769,PALO ALTO CA / HIGH #4,2014-03-17T06:58:00.000Z,2014-03-17T09:30:00.000Z,7.279519,3.057,Level 2,J1772,0.0,Plug Out at Vehicle,37.443676,-122.16288,127257
3770,PALO ALTO CA / BRYANT #2,2014-03-17T09:04:00.000Z,2014-03-17T11:19:00.000Z,6.678444,2.805,Level 2,J1772,0.0,Customer,37.44651,-122.16214,135961
3771,PALO ALTO CA / BRYANT #1,2014-03-17T11:09:00.000Z,2014-03-17T13:43:00.000Z,7.354476,3.089,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,5717
3772,PALO ALTO CA / BRYANT #1,2014-03-17T13:48:00.000Z,2014-03-17T16:08:00.000Z,10.25579,4.307,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,148347
3773,PALO ALTO CA / HAMILTON #1,2014-03-17T14:46:00.000Z,2014-03-17T18:07:00.000Z,9.279174,3.897,Level 2,J1772,0.0,Customer,37.444489,-122.16037,47823
3774,PALO ALTO CA / BRYANT #2,2014-03-18T09:35:00.000Z,2014-03-18T10:32:00.000Z,1.20308,0.505,Level 1,NEMA 5-20R,0.0,Customer,37.44651,-122.16214,135961
3775,PALO ALTO CA / BRYANT #1,2014-03-18T10:53:00.000Z,2014-03-18T13:31:00.000Z,7.667454,3.22,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,144503
3776,PALO ALTO CA / HIGH #4,2014-03-18T12:32:00.000Z,2014-03-18T15:36:00.000Z,9.749001,4.095,Level 2,J1772,0.0,Customer,37.443676,-122.16288,129009
3777,PALO ALTO CA / BRYANT #1,2014-03-18T13:32:00.000Z,2014-03-18T13:44:00.000Z,0.740735,0.311,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,144503
3778,PALO ALTO CA / BRYANT #1,2014-03-18T15:09:00.000Z,2014-03-18T15:33:00.000Z,2.19648,0.923,Level 2,J1772,0.0,Customer,37.446613,-122.162308,208469
3779,PALO ALTO CA / HIGH #4,2014-03-18T15:43:00.000Z,2014-03-18T18:20:00.000Z,7.152753,3.004,Level 2,J1772,0.0,Customer,37.443676,-122.16288,219777
3780,PALO ALTO CA / BRYANT #1,2014-03-18T18:28:00.000Z,2014-03-18T20:23:00.000Z,2.106708,0.885,Level 1,NEMA 5-20R,0.0,Customer,37.446613,-122.162308,182141
3781,PALO ALTO CA / BRYANT #1,2014-03-18T18:56:00.000Z,2014-03-18T22:10:00.000Z,6.307797,2.649,Level 2,J1772,0.0,Plug Out at Vehicle,37.446613,-122.162308,148347
3782,PALO ALTO CA / BRYANT #2,2014-03-18T19:19:00.000Z,2014-03-19T07:17:00.000Z,36.211994,15.209,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,190357
3783,PALO ALTO CA / HIGH #4,2014-03-18T22:10:00.000Z,2014-03-19T08:57:00.000Z,11.700823,4.914,Level 2,J1772,0.0,Plug Out at Vehicle,37.443676,-122.16288,166781
3784,PALO ALTO CA / HIGH #4,2014-03-19T08:58:00.000Z,2014-03-19T13:11:00.000Z,3.981992,1.672,Level 2,J1772,0.0,Plug Out at Vehicle,37.443676,-122.16288,162825
3785,PALO ALTO CA / HAMILTON #2,2014-03-19T10:37:00.000Z,2014-03-19T13:30:00.000Z,8.466858,3.556,Level 2,J1772,0.0,Customer,37.444607,-122.160263,148511
3786,PALO ALTO CA / HIGH #4,2014-03-19T13:52:00.000Z,2014-03-19T19:30:00.000Z,7.440369,3.125,Level 1,NEMA 5-20R,0.0,Customer,37.443676,-122.16288,205457
3787,PALO ALTO CA / HIGH #4,2014-03-19T15:07:00.000Z,2014-03-19T15:47:00.000Z,4.345323,1.825,Level 2,J1772,0.0,Customer,37.443676,-122.16288,140555
3788,PALO ALTO CA / HIGH #4,2014-03-19T21:40:00.000Z,2014-03-19T23:55:00.000Z,7.127063,2.993,Level 2,J1772,0.0,Plug Out at Vehicle,37.443676,-122.16288,42903
3789,PALO ALTO CA / BRYANT #2,2014-03-20T13:49:00.000Z,2014-03-20T16:03:00.000Z,7.093189,2.979,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,148347
3790,PALO ALTO CA / BRYANT #1,2014-03-20T14:00:00.000Z,2014-03-20T18:19:00.000Z,5.462743,2.294,Level 1,NEMA 5-20R,0.0,Customer,37.446613,-122.162308,161949
3791,PALO ALTO CA / BRYANT #2,2014-03-20T16:34:00.000Z,2014-03-20T18:10:00.000Z,0.398201,0.167,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,148347
3792,PALO ALTO CA / BRYANT #1,2014-03-21T06:07:00.000Z,2014-03-21T10:53:00.000Z,17.707489,7.437,Level 2,J1772,0.0,Customer,37.446613,-122.162308,128279
3793,PALO ALTO CA / BRYANT #2,2014-03-21T10:23:00.000Z,2014-03-21T13:13:00.000Z,7.726171,3.245,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,144503
3794,PALO ALTO CA / HIGH #4,2014-03-21T18:42:00.000Z,2014-03-21T20:52:00.000Z,10.028434,4.212,Level 2,J1772,0.0,Customer,37.443676,-122.16288,202045
3795,PALO ALTO CA / HAMILTON #1,2014-03-22T10:39:00.000Z,2014-03-22T13:52:00.000Z,13.828532,5.808,Level 2,J1772,0.0,Customer,37.444489,-122.16037,190357
3796,PALO ALTO CA / BRYANT #2,2014-03-22T11:43:00.000Z,2014-03-22T15:15:00.000Z,12.929679,5.43,Level 2,J1772,0.0,Plug Out at Vehicle,37.44651,-122.16214,4447
3797,PALO ALTO CA / HIGH #4,2014-03-22T14:52:00.000Z,2014-03-22T16:59:00.000Z,6.539975,2.747,Level 2,J1772,0.0,Plug Out at Vehicle,37.443676,-122.16288,180013
3798,PALO ALTO CA / HAMILTON #1,2014-03-22T18:15:00.000Z,2014-03-22T19:35:00.000Z,3.756029,1.578,Level 2,J1772,0.0,Customer,37.444489,-122.16037,5354
3799,PALO ALTO CA / HAMILTON #2,2014-03-22T22:52:00.000Z,2014-03-23T10:11:00.000Z,28.045395,11.779,Level 2,J1772,0.0,Plug Out at Vehicle,37.444607,-122.160263,190357
